Month,variable,value
2020-05-01,09_Cupey_Salidas,0.0
2020-06-01,09_Cupey_Salidas,0.0
2020-07-01,09_Cupey_Salidas,1195.0
2020-08-01,09_Cupey_Salidas,0.0
2020-09-01,09_Cupey_Salidas,0.0
2020-10-01,09_Cupey_Salidas,553.0
2020-11-01,09_Cupey_Salidas,2559.0
2020-12-01,09_Cupey_Salidas,3092.0
2021-01-01,09_Cupey_Salidas,3464.0
2021-02-01,09_Cupey_Salidas,4039.0
2010-01-01,10_Rio_Piedras_Salidas,62187.0
2010-02-01,10_Rio_Piedras_Salidas,69641.0
2010-03-01,10_Rio_Piedras_Salidas,73831.0
2010-04-01,10_Rio_Piedras_Salidas,62365.0
2010-05-01,10_Rio_Piedras_Salidas,77510.0
2010-06-01,10_Rio_Piedras_Salidas,78001.0
2010-07-01,10_Rio_Piedras_Salidas,78843.0
2010-08-01,10_Rio_Piedras_Salidas,91361.0
2010-09-01,10_Rio_Piedras_Salidas,98708.0
2010-10-01,10_Rio_Piedras_Salidas,99609.0
2010-11-01,10_Rio_Piedras_Salidas,93806.0
2010-12-01,10_Rio_Piedras_Salidas,101272.0
2011-01-01,10_Rio_Piedras_Salidas,88420.0
2011-02-01,10_Rio_Piedras_Salidas,97538.0
2011-03-01,10_Rio_Piedras_Salidas,106976.0
2011-04-01,10_Rio_Piedras_Salidas,93195.0
2011-05-01,10_Rio_Piedras_Salidas,95728.0
2011-06-01,10_Rio_Piedras_Salidas,92783.0
2011-07-01,10_Rio_Piedras_Salidas,82497.0
2011-08-01,10_Rio_Piedras_Salidas,95564.0
2011-09-01,10_Rio_Piedras_Salidas,104322.0
2011-10-01,10_Rio_Piedras_Salidas,108843.0
2011-11-01,10_Rio_Piedras_Salidas,100378.0
2011-12-01,10_Rio_Piedras_Salidas,98628.0
2012-01-01,10_Rio_Piedras_Salidas,90572.0
2012-02-01,10_Rio_Piedras_Salidas,98924.0
2012-03-01,10_Rio_Piedras_Salidas,104022.0
2012-04-01,10_Rio_Piedras_Salidas,93697.0
2012-05-01,10_Rio_Piedras_Salidas,103542.0
2012-06-01,10_Rio_Piedras_Salidas,91798.0
2012-07-01,10_Rio_Piedras_Salidas,83808.0
2012-08-01,10_Rio_Piedras_Salidas,98320.0
2012-09-01,10_Rio_Piedras_Salidas,102547.0
2012-10-01,10_Rio_Piedras_Salidas,112262.0
2012-11-01,10_Rio_Piedras_Salidas,94149.0
2012-12-01,10_Rio_Piedras_Salidas,96647.0
2013-01-01,10_Rio_Piedras_Salidas,95280.0
2013-02-01,10_Rio_Piedras_Salidas,96597.0
2013-03-01,10_Rio_Piedras_Salidas,95270.0
2013-04-01,10_Rio_Piedras_Salidas,103703.0
2013-05-01,10_Rio_Piedras_Salidas,100183.0
2013-06-01,10_Rio_Piedras_Salidas,85870.0
2013-07-01,10_Rio_Piedras_Salidas,83781.0
2013-08-01,10_Rio_Piedras_Salidas,106464.0
2013-09-01,10_Rio_Piedras_Salidas,99870.0
2013-10-01,10_Rio_Piedras_Salidas,111430.0
2013-11-01,10_Rio_Piedras_Salidas,94595.0
2013-12-01,10_Rio_Piedras_Salidas,96189.0
2014-01-01,10_Rio_Piedras_Salidas,91655.0
2014-02-01,10_Rio_Piedras_Salidas,98681.0
2014-03-01,10_Rio_Piedras_Salidas,105769.0
2014-04-01,10_Rio_Piedras_Salidas,93990.0
2014-05-01,10_Rio_Piedras_Salidas,94557.0
2014-06-01,10_Rio_Piedras_Salidas,83910.0
2014-07-01,10_Rio_Piedras_Salidas,78599.0
2014-08-01,10_Rio_Piedras_Salidas,86221.0
2014-09-01,10_Rio_Piedras_Salidas,90589.0
2014-10-01,10_Rio_Piedras_Salidas,84643.0
2014-11-01,10_Rio_Piedras_Salidas,65707.0
2014-12-01,10_Rio_Piedras_Salidas,69837.0
2015-01-01,10_Rio_Piedras_Salidas,66195.0
2015-02-01,10_Rio_Piedras_Salidas,68609.0
2015-03-01,10_Rio_Piedras_Salidas,72873.0
2015-04-01,10_Rio_Piedras_Salidas,66931.0
2015-05-01,10_Rio_Piedras_Salidas,64531.0
2015-06-01,10_Rio_Piedras_Salidas,59203.0
2015-07-01,10_Rio_Piedras_Salidas,55057.0
2015-08-01,10_Rio_Piedras_Salidas,61456.0
2015-09-01,10_Rio_Piedras_Salidas,67759.0
2015-10-01,10_Rio_Piedras_Salidas,64560.0
2015-11-01,10_Rio_Piedras_Salidas,55154.0
2016-03-01,10_Rio_Piedras_Salidas,60351.0
2016-04-01,10_Rio_Piedras_Salidas,63758.0
2016-05-01,10_Rio_Piedras_Salidas,60162.0
2016-06-01,10_Rio_Piedras_Salidas,55549.0
2016-07-01,10_Rio_Piedras_Salidas,50155.0
2016-08-01,10_Rio_Piedras_Salidas,66528.0
2016-09-01,10_Rio_Piedras_Salidas,56686.0
2016-10-01,10_Rio_Piedras_Salidas,60119.0
2016-11-01,10_Rio_Piedras_Salidas,53327.0
2016-12-01,10_Rio_Piedras_Salidas,52790.0
2017-01-01,10_Rio_Piedras_Salidas,48794.0
2017-02-01,10_Rio_Piedras_Salidas,50443.0
2017-03-01,10_Rio_Piedras_Salidas,55258.0
2017-04-01,10_Rio_Piedras_Salidas,41999.0
2017-05-01,10_Rio_Piedras_Salidas,50401.0
2017-06-01,10_Rio_Piedras_Salidas,44179.0
2017-07-01,10_Rio_Piedras_Salidas,39227.0
2017-08-01,10_Rio_Piedras_Salidas,48040.0
2017-09-01,10_Rio_Piedras_Salidas,17282.0
2017-10-01,10_Rio_Piedras_Salidas,0.0
2017-11-01,10_Rio_Piedras_Salidas,0.0
2018-01-01,10_Rio_Piedras_Salidas,25194.0
2018-02-01,10_Rio_Piedras_Salidas,29597.0
2018-03-01,10_Rio_Piedras_Salidas,35560.0
2018-04-01,10_Rio_Piedras_Salidas,35169.0
2018-05-01,10_Rio_Piedras_Salidas,38079.0
2018-06-01,10_Rio_Piedras_Salidas,34940.0
2018-07-01,10_Rio_Piedras_Salidas,31711.0
2018-08-01,10_Rio_Piedras_Salidas,35459.0
2018-09-01,10_Rio_Piedras_Salidas,33895.0
2018-10-01,10_Rio_Piedras_Salidas,34557.0
2018-11-01,10_Rio_Piedras_Salidas,30500.0
2018-12-01,10_Rio_Piedras_Salidas,31209.0
2019-01-01,10_Rio_Piedras_Salidas,32566.0
2019-02-01,10_Rio_Piedras_Salidas,31818.0
2019-03-01,10_Rio_Piedras_Salidas,33357.0
2019-04-01,10_Rio_Piedras_Salidas,30083.0
2019-05-01,10_Rio_Piedras_Salidas,30309.0
2019-06-01,10_Rio_Piedras_Salidas,25956.0
2019-07-01,10_Rio_Piedras_Salidas,26610.0
2019-08-01,10_Rio_Piedras_Salidas,26923.0
2019-09-01,10_Rio_Piedras_Salidas,27310.0
2019-10-01,10_Rio_Piedras_Salidas,31518.0
2019-11-01,10_Rio_Piedras_Salidas,27392.0
2019-12-01,10_Rio_Piedras_Salidas,25398.0
2020-01-01,10_Rio_Piedras_Salidas,21200.0
2020-02-01,10_Rio_Piedras_Salidas,25145.0
2020-03-01,10_Rio_Piedras_Salidas,12878.0
2020-04-01,10_Rio_Piedras_Salidas,0.0
2020-05-01,10_Rio_Piedras_Salidas,0.0
2020-06-01,10_Rio_Piedras_Salidas,0.0
2020-07-01,10_Rio_Piedras_Salidas,3732.0
2020-08-01,10_Rio_Piedras_Salidas,0.0
2020-09-01,10_Rio_Piedras_Salidas,0.0
2020-10-01,10_Rio_Piedras_Salidas,1744.0
2020-11-01,10_Rio_Piedras_Salidas,7453.0
2020-12-01,10_Rio_Piedras_Salidas,8419.0
2021-01-01,10_Rio_Piedras_Salidas,8071.0
2021-02-01,10_Rio_Piedras_Salidas,9265.0
2010-01-01,11_Universidad_Salidas,40129.0
2010-02-01,11_Universidad_Salidas,72870.0
2010-03-01,11_Universidad_Salidas,77079.0
2010-04-01,11_Universidad_Salidas,49558.0
2010-05-01,11_Universidad_Salidas,25023.0
2010-06-01,11_Universidad_Salidas,19890.0
2010-07-01,11_Universidad_Salidas,43084.0
2010-08-01,11_Universidad_Salidas,36654.0
2010-09-01,11_Universidad_Salidas,85370.0
2010-10-01,11_Universidad_Salidas,80927.0
2010-11-01,11_Universidad_Salidas,71311.0
2010-12-01,11_Universidad_Salidas,45464.0
2011-01-01,11_Universidad_Salidas,32537.0
2011-02-01,11_Universidad_Salidas,56207.0
2011-03-01,11_Universidad_Salidas,75846.0
2011-04-01,11_Universidad_Salidas,60821.0
2011-05-01,11_Universidad_Salidas,64481.0
2011-06-01,11_Universidad_Salidas,36031.0
2011-07-01,11_Universidad_Salidas,23106.0
2011-08-01,11_Universidad_Salidas,52826.0
2011-09-01,11_Universidad_Salidas,78009.0
2011-10-01,11_Universidad_Salidas,77010.0
2011-11-01,11_Universidad_Salidas,68550.0
2011-12-01,11_Universidad_Salidas,40095.0
2012-01-01,11_Universidad_Salidas,49203.0
2012-02-01,11_Universidad_Salidas,69235.0
2012-03-01,11_Universidad_Salidas,69234.0
2012-04-01,11_Universidad_Salidas,59323.0
2012-05-01,11_Universidad_Salidas,48571.0
2012-06-01,11_Universidad_Salidas,36968.0
2012-07-01,11_Universidad_Salidas,22540.0
2012-08-01,11_Universidad_Salidas,54459.0
2012-09-01,11_Universidad_Salidas,82498.0
2012-10-01,11_Universidad_Salidas,90923.0
2012-11-01,11_Universidad_Salidas,64363.0
2012-12-01,11_Universidad_Salidas,49737.0
2013-01-01,11_Universidad_Salidas,63618.0
2013-02-01,11_Universidad_Salidas,73074.0
2013-03-01,11_Universidad_Salidas,64344.0
2013-04-01,11_Universidad_Salidas,73835.0
2013-05-01,11_Universidad_Salidas,44653.0
2013-06-01,11_Universidad_Salidas,36807.0
2013-07-01,11_Universidad_Salidas,24232.0
2013-08-01,11_Universidad_Salidas,74697.0
2013-09-01,11_Universidad_Salidas,78196.0
2013-10-01,11_Universidad_Salidas,93083.0
2013-11-01,11_Universidad_Salidas,60036.0
2013-12-01,11_Universidad_Salidas,42624.0
2014-01-01,11_Universidad_Salidas,49865.0
2014-02-01,11_Universidad_Salidas,72336.0
2014-03-01,11_Universidad_Salidas,76890.0
2014-04-01,11_Universidad_Salidas,63159.0
2014-05-01,11_Universidad_Salidas,52485.0
2014-06-01,11_Universidad_Salidas,35432.0
2014-07-01,11_Universidad_Salidas,23048.0
2014-08-01,11_Universidad_Salidas,66170.0
2014-09-01,11_Universidad_Salidas,77128.0
2014-10-01,11_Universidad_Salidas,75948.0
2014-11-01,11_Universidad_Salidas,54055.0
2014-12-01,11_Universidad_Salidas,29667.0
2015-01-01,11_Universidad_Salidas,41219.0
2015-02-01,11_Universidad_Salidas,58626.0
2015-03-01,11_Universidad_Salidas,58362.0
2015-04-01,11_Universidad_Salidas,55131.0
2015-05-01,11_Universidad_Salidas,42163.0
2015-06-01,11_Universidad_Salidas,28975.0
2015-07-01,11_Universidad_Salidas,20786.0
2015-08-01,11_Universidad_Salidas,56016.0
2015-09-01,11_Universidad_Salidas,70869.0
2015-10-01,11_Universidad_Salidas,67766.0
2015-11-01,11_Universidad_Salidas,50940.0
2016-03-01,11_Universidad_Salidas,50292.0
2016-04-01,11_Universidad_Salidas,57308.0
2016-05-01,11_Universidad_Salidas,46664.0
2016-06-01,11_Universidad_Salidas,29757.0
2016-07-01,11_Universidad_Salidas,17855.0
2016-08-01,11_Universidad_Salidas,67056.0
2016-09-01,11_Universidad_Salidas,61026.0
2016-10-01,11_Universidad_Salidas,62703.0
2016-11-01,11_Universidad_Salidas,53342.0
2016-12-01,11_Universidad_Salidas,28700.0
2017-01-01,11_Universidad_Salidas,39509.0
2017-02-01,11_Universidad_Salidas,50273.0
2017-03-01,11_Universidad_Salidas,50921.0
2017-04-01,11_Universidad_Salidas,16781.0
2017-05-01,11_Universidad_Salidas,17352.0
2017-06-01,11_Universidad_Salidas,31072.0
2017-07-01,11_Universidad_Salidas,33411.0
2017-08-01,11_Universidad_Salidas,25170.0
2017-09-01,11_Universidad_Salidas,12530.0
2017-10-01,11_Universidad_Salidas,0.0
2017-11-01,11_Universidad_Salidas,0.0
2018-01-01,11_Universidad_Salidas,29546.0
2018-02-01,11_Universidad_Salidas,25152.0
2018-03-01,11_Universidad_Salidas,26683.0
2018-04-01,11_Universidad_Salidas,30531.0
2018-05-01,11_Universidad_Salidas,27557.0
2018-06-01,11_Universidad_Salidas,16702.0
2018-07-01,11_Universidad_Salidas,13729.0
2018-08-01,11_Universidad_Salidas,22934.0
2018-09-01,11_Universidad_Salidas,26308.0
2018-10-01,11_Universidad_Salidas,29498.0
2018-11-01,11_Universidad_Salidas,24805.0
2018-12-01,11_Universidad_Salidas,18231.0
2019-01-01,11_Universidad_Salidas,21735.0
2019-02-01,11_Universidad_Salidas,22847.0
2019-03-01,11_Universidad_Salidas,21318.0
2019-04-01,11_Universidad_Salidas,19736.0
2019-05-01,11_Universidad_Salidas,16636.0
2019-06-01,11_Universidad_Salidas,12240.0
2019-07-01,11_Universidad_Salidas,9314.0
2019-08-01,11_Universidad_Salidas,18030.0
2019-09-01,11_Universidad_Salidas,18660.0
2019-10-01,11_Universidad_Salidas,20987.0
2019-11-01,11_Universidad_Salidas,17654.0
2019-12-01,11_Universidad_Salidas,11931.0
2020-01-01,11_Universidad_Salidas,8798.0
2020-02-01,11_Universidad_Salidas,15008.0
2020-03-01,11_Universidad_Salidas,7030.0
2020-04-01,11_Universidad_Salidas,0.0
2020-05-01,11_Universidad_Salidas,0.0
2020-06-01,11_Universidad_Salidas,0.0
2020-07-01,11_Universidad_Salidas,743.0
2020-08-01,11_Universidad_Salidas,0.0
2020-09-01,11_Universidad_Salidas,0.0
2020-10-01,11_Universidad_Salidas,353.0
2020-11-01,11_Universidad_Salidas,1666.0
2020-12-01,11_Universidad_Salidas,1774.0
2021-01-01,11_Universidad_Salidas,2086.0
2021-02-01,11_Universidad_Salidas,2687.0
2010-01-01,12_Piñero_Salidas,26769.0
2010-02-01,12_Piñero_Salidas,31909.0
2010-03-01,12_Piñero_Salidas,34904.0
2010-04-01,12_Piñero_Salidas,30716.0
2010-05-01,12_Piñero_Salidas,33507.0
2010-06-01,12_Piñero_Salidas,32742.0
2010-07-01,12_Piñero_Salidas,27570.0
2010-08-01,12_Piñero_Salidas,35466.0
2010-09-01,12_Piñero_Salidas,38635.0
2010-10-01,12_Piñero_Salidas,38369.0
2010-11-01,12_Piñero_Salidas,34625.0
2010-12-01,12_Piñero_Salidas,34495.0
2011-01-01,12_Piñero_Salidas,33610.0
2011-02-01,12_Piñero_Salidas,43653.0
2011-03-01,12_Piñero_Salidas,44933.0
2011-04-01,12_Piñero_Salidas,36881.0
2011-05-01,12_Piñero_Salidas,39168.0
2011-06-01,12_Piñero_Salidas,38802.0
2011-07-01,12_Piñero_Salidas,29640.0
2011-08-01,12_Piñero_Salidas,38449.0
2011-09-01,12_Piñero_Salidas,43872.0
2011-10-01,12_Piñero_Salidas,42186.0
2011-11-01,12_Piñero_Salidas,40576.0
2011-12-01,12_Piñero_Salidas,35762.0
2012-01-01,12_Piñero_Salidas,36333.0
2012-02-01,12_Piñero_Salidas,45347.0
2012-03-01,12_Piñero_Salidas,44025.0
2012-04-01,12_Piñero_Salidas,39073.0
2012-05-01,12_Piñero_Salidas,43430.0
2012-06-01,12_Piñero_Salidas,39817.0
2012-07-01,12_Piñero_Salidas,32068.0
2012-08-01,12_Piñero_Salidas,42640.0
2012-09-01,12_Piñero_Salidas,44378.0
2012-10-01,12_Piñero_Salidas,49750.0
2012-11-01,12_Piñero_Salidas,38345.0
2012-12-01,12_Piñero_Salidas,35258.0
2013-01-01,12_Piñero_Salidas,40950.0
2013-02-01,12_Piñero_Salidas,45599.0
2013-03-01,12_Piñero_Salidas,39170.0
2013-04-01,12_Piñero_Salidas,44260.0
2013-05-01,12_Piñero_Salidas,42122.0
2013-06-01,12_Piñero_Salidas,36602.0
2013-07-01,12_Piñero_Salidas,33166.0
2013-08-01,12_Piñero_Salidas,45008.0
2013-09-01,12_Piñero_Salidas,42811.0
2013-10-01,12_Piñero_Salidas,48483.0
2013-11-01,12_Piñero_Salidas,37576.0
2013-12-01,12_Piñero_Salidas,35230.0
2014-01-01,12_Piñero_Salidas,38135.0
2014-02-01,12_Piñero_Salidas,43641.0
2014-03-01,12_Piñero_Salidas,43884.0
2014-04-01,12_Piñero_Salidas,39278.0
2014-05-01,12_Piñero_Salidas,40099.0
2014-06-01,12_Piñero_Salidas,35326.0
2014-07-01,12_Piñero_Salidas,31688.0
2014-08-01,12_Piñero_Salidas,36204.0
2014-09-01,12_Piñero_Salidas,38808.0
2014-10-01,12_Piñero_Salidas,37395.0
2014-11-01,12_Piñero_Salidas,28088.0
2014-12-01,12_Piñero_Salidas,28339.0
2015-01-01,12_Piñero_Salidas,27800.0
2015-02-01,12_Piñero_Salidas,30909.0
2015-03-01,12_Piñero_Salidas,37061.0
2015-04-01,12_Piñero_Salidas,31422.0
2015-05-01,12_Piñero_Salidas,29895.0
2015-06-01,12_Piñero_Salidas,29010.0
2015-07-01,12_Piñero_Salidas,26259.0
2015-08-01,12_Piñero_Salidas,28925.0
2015-09-01,12_Piñero_Salidas,34080.0
2015-10-01,12_Piñero_Salidas,33229.0
2015-11-01,12_Piñero_Salidas,26921.0
2016-03-01,12_Piñero_Salidas,31815.0
2016-04-01,12_Piñero_Salidas,31806.0
2016-05-01,12_Piñero_Salidas,30212.0
2016-06-01,12_Piñero_Salidas,27685.0
2016-07-01,12_Piñero_Salidas,22178.0
2016-08-01,12_Piñero_Salidas,30609.0
2016-09-01,12_Piñero_Salidas,27338.0
2016-10-01,12_Piñero_Salidas,28417.0
2016-11-01,12_Piñero_Salidas,24543.0
2016-12-01,12_Piñero_Salidas,23559.0
2017-01-01,12_Piñero_Salidas,23368.0
2017-02-01,12_Piñero_Salidas,24905.0
2017-03-01,12_Piñero_Salidas,29023.0
2017-04-01,12_Piñero_Salidas,22831.0
2017-05-01,12_Piñero_Salidas,25783.0
2017-06-01,12_Piñero_Salidas,23710.0
2017-07-01,12_Piñero_Salidas,19163.0
2017-08-01,12_Piñero_Salidas,24558.0
2017-09-01,12_Piñero_Salidas,8582.0
2017-10-01,12_Piñero_Salidas,0.0
2017-11-01,12_Piñero_Salidas,0.0
2018-01-01,12_Piñero_Salidas,0.0
2018-02-01,12_Piñero_Salidas,0.0
2018-03-01,12_Piñero_Salidas,0.0
2018-04-01,12_Piñero_Salidas,1089.0
2018-05-01,12_Piñero_Salidas,13328.0
2018-06-01,12_Piñero_Salidas,11352.0
2018-07-01,12_Piñero_Salidas,10786.0
2018-08-01,12_Piñero_Salidas,14193.0
2018-09-01,12_Piñero_Salidas,13191.0
2018-10-01,12_Piñero_Salidas,15504.0
2018-11-01,12_Piñero_Salidas,13200.0
2018-12-01,12_Piñero_Salidas,11867.0
2019-01-01,12_Piñero_Salidas,12730.0
2019-02-01,12_Piñero_Salidas,13256.0
2019-03-01,12_Piñero_Salidas,15218.0
2019-04-01,12_Piñero_Salidas,14815.0
2019-05-01,12_Piñero_Salidas,14903.0
2019-06-01,12_Piñero_Salidas,12966.0
2019-07-01,12_Piñero_Salidas,12726.0
2019-08-01,12_Piñero_Salidas,14365.0
2019-09-01,12_Piñero_Salidas,14025.0
2019-10-01,12_Piñero_Salidas,15492.0
2019-11-01,12_Piñero_Salidas,12283.0
2019-12-01,12_Piñero_Salidas,11955.0
2020-01-01,12_Piñero_Salidas,10321.0
2020-02-01,12_Piñero_Salidas,12802.0
2020-03-01,12_Piñero_Salidas,6063.0
2020-04-01,12_Piñero_Salidas,0.0
2020-05-01,12_Piñero_Salidas,0.0
2020-06-01,12_Piñero_Salidas,0.0
2020-07-01,12_Piñero_Salidas,1281.0
2020-08-01,12_Piñero_Salidas,0.0
2020-09-01,12_Piñero_Salidas,0.0
2020-10-01,12_Piñero_Salidas,686.0
2020-11-01,12_Piñero_Salidas,2949.0
2020-12-01,12_Piñero_Salidas,3465.0
2021-01-01,12_Piñero_Salidas,3456.0
2021-02-01,12_Piñero_Salidas,4090.0
2010-01-01,13_Domenech_Salidas,22041.0
2010-02-01,13_Domenech_Salidas,27873.0
2010-03-01,13_Domenech_Salidas,30669.0
2010-04-01,13_Domenech_Salidas,27087.0
2010-05-01,13_Domenech_Salidas,27058.0
2010-06-01,13_Domenech_Salidas,29125.0
2010-07-01,13_Domenech_Salidas,23739.0
2010-08-01,13_Domenech_Salidas,25429.0
2010-09-01,13_Domenech_Salidas,30311.0
2010-10-01,13_Domenech_Salidas,29914.0
2010-11-01,13_Domenech_Salidas,27132.0
2010-12-01,13_Domenech_Salidas,26904.0
2011-01-01,13_Domenech_Salidas,26789.0
2011-02-01,13_Domenech_Salidas,32294.0
2011-03-01,13_Domenech_Salidas,37665.0
2011-04-01,13_Domenech_Salidas,30538.0
2011-05-01,13_Domenech_Salidas,31081.0
2011-06-01,13_Domenech_Salidas,30819.0
2011-07-01,13_Domenech_Salidas,16878.0
2011-08-01,13_Domenech_Salidas,18853.0
2011-09-01,13_Domenech_Salidas,33847.0
2011-10-01,13_Domenech_Salidas,35708.0
2011-11-01,13_Domenech_Salidas,31678.0
2011-12-01,13_Domenech_Salidas,26605.0
2012-01-01,13_Domenech_Salidas,27524.0
2012-02-01,13_Domenech_Salidas,32372.0
2012-03-01,13_Domenech_Salidas,33858.0
2012-04-01,13_Domenech_Salidas,30073.0
2012-05-01,13_Domenech_Salidas,32578.0
2012-06-01,13_Domenech_Salidas,31075.0
2012-07-01,13_Domenech_Salidas,24545.0
2012-08-01,13_Domenech_Salidas,30381.0
2012-09-01,13_Domenech_Salidas,34003.0
2012-10-01,13_Domenech_Salidas,38476.0
2012-11-01,13_Domenech_Salidas,29323.0
2012-12-01,13_Domenech_Salidas,25391.0
2013-01-01,13_Domenech_Salidas,28851.0
2013-02-01,13_Domenech_Salidas,31856.0
2013-03-01,13_Domenech_Salidas,30564.0
2013-04-01,13_Domenech_Salidas,34583.0
2013-05-01,13_Domenech_Salidas,32336.0
2013-06-01,13_Domenech_Salidas,30793.0
2013-07-01,13_Domenech_Salidas,25518.0
2013-08-01,13_Domenech_Salidas,33012.0
2013-09-01,13_Domenech_Salidas,32421.0
2013-10-01,13_Domenech_Salidas,38932.0
2013-11-01,13_Domenech_Salidas,29702.0
2013-12-01,13_Domenech_Salidas,26739.0
2014-01-01,13_Domenech_Salidas,29796.0
2014-02-01,13_Domenech_Salidas,31158.0
2014-03-01,13_Domenech_Salidas,33854.0
2014-04-01,13_Domenech_Salidas,31212.0
2014-05-01,13_Domenech_Salidas,30481.0
2014-06-01,13_Domenech_Salidas,30662.0
2014-07-01,13_Domenech_Salidas,25465.0
2014-08-01,13_Domenech_Salidas,27043.0
2014-09-01,13_Domenech_Salidas,31520.0
2014-10-01,13_Domenech_Salidas,30766.0
2014-11-01,13_Domenech_Salidas,23338.0
2014-12-01,13_Domenech_Salidas,21526.0
2015-01-01,13_Domenech_Salidas,21554.0
2015-02-01,13_Domenech_Salidas,24923.0
2015-03-01,13_Domenech_Salidas,25950.0
2015-04-01,13_Domenech_Salidas,23861.0
2015-05-01,13_Domenech_Salidas,21514.0
2015-06-01,13_Domenech_Salidas,22014.0
2015-07-01,13_Domenech_Salidas,19632.0
2015-08-01,13_Domenech_Salidas,20978.0
2015-09-01,13_Domenech_Salidas,27572.0
2015-10-01,13_Domenech_Salidas,28634.0
2015-11-01,13_Domenech_Salidas,24265.0
2016-03-01,13_Domenech_Salidas,25694.0
2016-04-01,13_Domenech_Salidas,25485.0
2016-05-01,13_Domenech_Salidas,23783.0
2016-06-01,13_Domenech_Salidas,23062.0
2016-07-01,13_Domenech_Salidas,18607.0
2016-08-01,13_Domenech_Salidas,24055.0
2016-09-01,13_Domenech_Salidas,24624.0
2016-10-01,13_Domenech_Salidas,28207.0
2016-11-01,13_Domenech_Salidas,16408.0
2016-12-01,13_Domenech_Salidas,12824.0
2017-01-01,13_Domenech_Salidas,15319.0
2017-02-01,13_Domenech_Salidas,14327.0
2017-03-01,13_Domenech_Salidas,13179.0
2017-04-01,13_Domenech_Salidas,6980.0
2017-05-01,13_Domenech_Salidas,7270.0
2017-06-01,13_Domenech_Salidas,9432.0
2017-07-01,13_Domenech_Salidas,10718.0
2017-08-01,13_Domenech_Salidas,19589.0
2017-09-01,13_Domenech_Salidas,7594.0
2017-10-01,13_Domenech_Salidas,0.0
2017-11-01,13_Domenech_Salidas,0.0
2018-01-01,13_Domenech_Salidas,0.0
2018-02-01,13_Domenech_Salidas,0.0
2018-03-01,13_Domenech_Salidas,0.0
2018-04-01,13_Domenech_Salidas,0.0
2018-05-01,13_Domenech_Salidas,3515.0
2018-06-01,13_Domenech_Salidas,11357.0
2018-07-01,13_Domenech_Salidas,9331.0
2018-08-01,13_Domenech_Salidas,11535.0
2018-09-01,13_Domenech_Salidas,11210.0
2018-10-01,13_Domenech_Salidas,12468.0
2018-11-01,13_Domenech_Salidas,10757.0
2018-12-01,13_Domenech_Salidas,9638.0
2019-01-01,13_Domenech_Salidas,11387.0
2019-02-01,13_Domenech_Salidas,11361.0
2019-03-01,13_Domenech_Salidas,12542.0
2019-04-01,13_Domenech_Salidas,12228.0
2019-05-01,13_Domenech_Salidas,12329.0
2019-06-01,13_Domenech_Salidas,11263.0
2019-07-01,13_Domenech_Salidas,9925.0
2019-08-01,13_Domenech_Salidas,10726.0
2019-09-01,13_Domenech_Salidas,8049.0
2019-10-01,13_Domenech_Salidas,10604.0
2019-11-01,13_Domenech_Salidas,9038.0
2019-12-01,13_Domenech_Salidas,8958.0
2020-01-01,13_Domenech_Salidas,8277.0
2020-02-01,13_Domenech_Salidas,9228.0
2020-03-01,13_Domenech_Salidas,4011.0
2020-04-01,13_Domenech_Salidas,0.0
2020-05-01,13_Domenech_Salidas,0.0
2020-06-01,13_Domenech_Salidas,0.0
2020-07-01,13_Domenech_Salidas,1328.0
2020-08-01,13_Domenech_Salidas,0.0
2020-09-01,13_Domenech_Salidas,0.0
2020-10-01,13_Domenech_Salidas,681.0
2020-11-01,13_Domenech_Salidas,2612.0
2020-12-01,13_Domenech_Salidas,3125.0
2021-01-01,13_Domenech_Salidas,3313.0
2021-02-01,13_Domenech_Salidas,3868.0
2010-01-01,14_Roosevelt_Salidas,32166.0
2010-02-01,14_Roosevelt_Salidas,37367.0
2010-03-01,14_Roosevelt_Salidas,41925.0
2010-04-01,14_Roosevelt_Salidas,37005.0
2010-05-01,14_Roosevelt_Salidas,36819.0
2010-06-01,14_Roosevelt_Salidas,35460.0
2010-07-01,14_Roosevelt_Salidas,32085.0
2010-08-01,14_Roosevelt_Salidas,44311.0
2010-09-01,14_Roosevelt_Salidas,49476.0
2010-10-01,14_Roosevelt_Salidas,46806.0
2010-11-01,14_Roosevelt_Salidas,41976.0
2010-12-01,14_Roosevelt_Salidas,42299.0
2011-01-01,14_Roosevelt_Salidas,39682.0
2011-02-01,14_Roosevelt_Salidas,43029.0
2011-03-01,14_Roosevelt_Salidas,50427.0
2011-04-01,14_Roosevelt_Salidas,41520.0
2011-05-01,14_Roosevelt_Salidas,42175.0
2011-06-01,14_Roosevelt_Salidas,37714.0
2011-07-01,14_Roosevelt_Salidas,29759.0
2011-08-01,14_Roosevelt_Salidas,42428.0
2011-09-01,14_Roosevelt_Salidas,48239.0
2011-10-01,14_Roosevelt_Salidas,47957.0
2011-11-01,14_Roosevelt_Salidas,40604.0
2011-12-01,14_Roosevelt_Salidas,37917.0
2012-01-01,14_Roosevelt_Salidas,38350.0
2012-02-01,14_Roosevelt_Salidas,43259.0
2012-03-01,14_Roosevelt_Salidas,44269.0
2012-04-01,14_Roosevelt_Salidas,39659.0
2012-05-01,14_Roosevelt_Salidas,42470.0
2012-06-01,14_Roosevelt_Salidas,34482.0
